Расчет траектории ракеты
Время расчета: 2025-07-06 15:48:11

Параметры ракеты:
diameter,0.06
m0,4.0
m_final,3.0
thrust,600.0
burn_time,1.97
g0,9.80665
Площадь поперечного сечения (A):,0.002827 м²

Ключевые результаты:
Скорость в конце активной фазы (м/с),314.65
Высота в конце активной фазы (м),297.60
Максимальная скорость (м/с),314.65
Время макс. скорости (с),1.97
Высота апогея (м),3912.21
Время апогея (с),28.03
Максимальная сила сопротивления (Н),92.51
Время макс. сопротивления (с),1.97
Максимальное число Маха,0.93
Время макс. числа Маха (с),1.97
Максимальный коэффициент Cd,0.5552
Время макс. Cd (с),1.97
Максимальное ускорение (м/с²),176.17
Время макс. ускорения (с),1.73
Площадь поперечного сечения (м²),0.002827

Детальные данные полета:
Время (с),Высота (м),Скорость (м/с),Ускорение (м/с²),Масса (кг),Сила сопротивления (Н),Коэф. сопротивления (Cd),Число Маха (M),Плотность воздуха (кг/м³),Скорость звука (м/с),Гравитация (м/с²)
13.589443817197878,2869.646856349053,147.73133358799348,-11.219217041917423,3.0,4.264186092281082,0.15,0.4488968599582966,0.9213767886608992,329.09861209926487,9.797821677823729
13.63944381719788,2877.0194039557264,147.1706694974802,-11.20735880970558,3.0,4.228679393378902,0.15,0.44723298930182065,0.9206797323684938,329.06935091534643,9.797799011912613
13.68944381719788,2884.363933150132,146.6105964875534,-11.19557374578456,3.0,4.193391940697992,0.15,0.4455704720088772,0.919985726358744,329.0401983474175,9.797776432218564
13.73944381719788,2891.6804733950207,146.0511109106689,-11.183861415952784,3.0,4.158322431908037,0.15,0.44390929911821836,0.9192947631079628,329.0111543073887,9.797753938650105
13.789443817197881,2898.969053971306,145.4922091409012,-11.172221389657386,3.0,4.123469575623176,0.15,0.44224946172591434,0.9186068351371527,328.98221870775393,9.797731531116327
13.839443817197882,2906.229703979143,144.93388757376187,-11.160653239960478,3.0,4.088832091300785,0.15,0.4405909509848796,0.9179219350117501,328.9533914615867,9.797709209526884
13.889443817197883,2913.462452338994,144.37614262601974,-11.149156543505804,3.0,4.054408709141453,0.15,0.43893375810440327,0.9172400553413741,328.9246724825365,9.797686973791986
13.939443817197883,2920.6673277926875,143.81897073552264,-11.137730880485746,3.0,4.020198169990049,0.15,0.43727787434968346,0.9165611887795738,328.896061684825,9.797664823822396
13.989443817197884,2927.844358904468,143.2623683610207,-11.126375834608751,3.0,3.9861992252379825,0.15,0.43562329104136593,0.9158853280235881,328.86755898324265,9.797642759529424
14.039443817197885,2934.9935740620363,142.7063319819914,-11.115090993067088,3.0,3.952410636726479,0.15,0.4339699995550878,0.9152124658140921,328.8391642931446,9.797620780824928
14.089443817197886,2942.1150014775812,142.15085809846622,-11.103875946504996,3.0,3.9188311766510218,0.15,0.4323179913210233,0.914542594934958,328.8108775304479,9.797598887621321
14.139443817197886,2949.208669188804,141.5959432308587,-11.092730288987159,3.0,3.885459627466857,0.15,0.4306672578234362,0.9138757082130157,328.78269861162704,9.797577079831541
14.189443817197887,2956.274605059932,141.04158391979436,-11.081653617967588,3.0,3.852294781795543,0.15,0.4290177906002345,0.9132117985178089,328.7546274537112,9.797555357369074
14.239443817197888,2963.312836782726,140.48777672594193,-11.070645534258793,3.0,3.819335442332567,0.15,0.42736958124252983,0.9125508587613608,328.72666397428014,9.797533720147937
14.289443817197888,2970.323391877478,139.9345182298461,-11.059705642001362,3.0,3.7865804217560184,0.15,0.4257226213942003,0.9118928818979398,328.69880809146133,9.797512168082688
14.339443817197889,2977.3062976940005,139.38180503176207,-11.048833548633812,3.0,3.754028542636261,0.15,0.424076902751458,0.9112378609238253,328.67105972392613,9.797490701088392
14.38944381719789,2984.2615814126075,138.82963375149123,-11.038028864862877,3.0,3.721678637346639,0.15,0.42243241706241974,0.9105857888770768,328.64341879088647,9.797469319080664
14.43944381719789,2991.189270045089,138.2780010282185,-11.027291204634013,3.0,3.689529547975166,0.15,0.42078915612668183,0.9099366588373046,328.6158852120915,9.797448021975624
14.489443817197891,2998.0893904356753,137.72690352035127,-11.016620185102328,3.0,3.657580126237226,0.15,0.4191471117948987,0.9092904639254432,328.5884589078242,9.797426809689918
14.539443817197892,3004.961969261995,137.17633790535945,-11.006015426603787,3.0,3.625829233389232,0.15,0.4175062759683654,0.908647197303526,328.5611397988981,9.79740568214071
14.589443817197893,3011.807033036022,136.62630087961725,-10.995476552626762,3.0,3.5942757401432632,0.15,0.4158666405986032,0.9080068521744624,328.53392780665405,9.797384639245674
